3500,08,08,3.4,4.3,0.5
3600,01,01,2.1,1.7,0.4
3600,02,02,1.3,1.1,0.4
3600,03,03,2.6,0.9,4.4
3600,04,04,0.2,0.2,0.6
3600,05,05,3.4,2.1,4.2
3600,06,06,1.8,2.8,3.9
3600,07,07,2.2,0.8,0.8
3600,08,08,4.8,3.6,0.8
3700,01,01,0.3,4.8,0.3
3700,02,02,3.3,3.3,4.8
3700,03,03,4,0.4,1.7
3700,04,04,4.6,1.8,2.9
3700,05,05,0,4.6,3.8
3700,06,06,4.7,4.9,4
3700,07,07,0.3,3.3,1.3
3700,08,08,4.7,0.3,4.2
3800,01,01,3.6,2.5,0.2
3800,02,02,4.6,2.5,3.8
3800,03,03,0.7,2.9,3.6
3800,04,04,1,1.4,2.1
3800,05,05,1,0.4,2.8
3800,06,06,2.7,0,4.8
3800,07,07,0.6,0.2,4.4
3800,08,08,4.7,4.9,4.3
3900,01,01,3.9,0.2,2.8
3900,02,02,0.3,0,3.1
3900,03,03,4.7,3.8,0.9
3900,04,04,0.1,3.5,3.4
3900,05,05,3.9,4.2,1.5
3900,06,06,2.7,0.4,2.9
3900,07,07,4.9,1.4,3.5
3900,08,08,2.9,4.3,3.5
4000,01,01,2.7,0,3.8
4000,02,02,2.1,4.9,3.9
4000,03,03,1.7,3.8,4.2
4000,04,04,4.5,4.3,4.4
4000,05,05,2.9,4,3.2
4000,06,06,4,4.1,1.9
4000,07,07,2.6,3.2,1.1
4000,08,08,4.2,1,1.7
4100,01,01,2.3,1.1,3.1
4100,02,02,0.9,4,2.5
4100,03,03,4.6,1.7,2.7
4100,04,04,3.4,4,2.6
4100,05,05,2.4,0.7,1.4
4100,06,06,1.8,0.5,0.8
4100,07,07,1.2,3.6,0
4100,08,08,4.6,2.6,4.4
4200,01,01,1.6,0.2,2.8
4200,02,02,2.9,4.6,4
4200,03,03,4.7,2,0.1
4200,04,04,3,3.1,4.3
4200,05,05,0.7,2.7,1.2
4200,06,06,3.6,1.4,0.5
4200,07,07,1.2,4,1.2
4200,08,08,2.9,1,1.9
4300,01,01,3.9,2.4,0.5
4300,02,02,4.1,2,3.3
4300,03,03,3.7,3.8,3.8
4300,04,04,1.6,2,3.4
4300,05,05,0.6,1.7,0.6
4300,06,06,1,4.9,3.7
4300,07,07,0.5,0.9,1.7
4300,08,08,1.8,4.5,3.3
4400,01,01,2.3,0.8,2.3
4400,02,02,3.7,3.9,3.3
4400,03,03,0.7,2.8,0.7
4400,04,04,1.4,2.1,2.9
4400,05,05,0,0.9,1.8
4400,06,06,3.8,2.5,3.8
4400,07,07,2.4,3.3,0.7
4400,08,08,3.1,4.3,0.8
4500,01,01,2,4.9,1.7
4500,02,02,3.9,1.9,1.3
4500,03,03,2.2,4.4,2.3
4500,04,04,4.7,3.1,1.2
4500,05,05,3.2,4,4.2
4500,06,06,4.1,0.7,1.5
4500,07,07,2.1,0.7,2.4
4500,08,08,4.1,4.7,0.1
4600,01,01,3.1,2.1,3.7
4600,02,02,4,0.4,3
4600,03,03,4.8,2.5,3.1
4600,04,04,1.6,1.6,0.2
4600,05,05,3.1,3.9,4.6
4600,06,06,0.4,3.8,3
4600,07,07,1.8,2.1,2
4600,08,08,1.2,1.2,2.9
4700,01,01,2.7,3.5,3.6
4700,02,02,0.4,2.6,3.3
4700,03,03,0.7,0.9,0.7
4700,04,04,4.4,4.9,1.1
4700,05,05,2.7,0,3.6
4700,06,06,1,1.8,0.5
4700,07,07,1.3,4.9,4.4
4700,08,08,1.1,0.5,3.4
4800,01,01,4.1,2.5,0.5
4800,02,02,1.4,3.9,1.8
4800,03,03,4.3,1.8,0.5
4800,04,04,3.2,2.2,3.2
4800,05,05,1.7,3,4.3
4800,06,06,2.4,2.6,4.3
4800,07,07,3.6,0.3,4.3
4800,08,08,2.4,1.4,1.3
4900,01,01,2.9,2.7,1.2
4900,02,02,2.5,3.8,1.9
4900,03,03,1,3.2,4.4
4900,04,04,1.7,4.6,3.5
4900,05,05,3.7,4.1,0.3
4900,06,06,4.3,2.3,2.8
4900,07,07,2.5,4.1,1
4900,08,08,1.8,1.7,3.6
5000,01,01,1.3,0.5,4
5000,02,02,0.8,3,0.4
5000,03,03,2.1,1.1,3.3
5000,04,04,3.5,3.9,2.3
5000,05,05,0.4,0.1,0.5
5000,06,06,0,1.8,0.3
5000,07,07,3.5,0.6,4.5
5000,08,08,3.9,4.9,2
5100,01,01,1.7,2.6,1.3
5100,02,02,2.7,4.6,3.1
5100,03,03,1.5,1,3.6
5100,04,04,0.5,2,1.8
5100,05,05,1.1,4.2,3.2
5100,06,06,4.6,2.9,2.1
5100,07,07,2,3.4,2.2
5100,08,08,2.7,3.4,4
5200,01,01,3.3,2.2,4.8
5200,02,02,3,1.3,4.7
5200,03,03,0,3,2.3
5200,04,04,1.4,0.9,2.2
5200,05,05,4.7,2.4,3.2
5200,06,06,3.5,3.2,0.4
5200,07,07,0.4,4.3,4.8
5200,08,08,3.6,4,2.8
5300,01,01,0.9,1.2,1.2
5300,02,02,3.3,4.1,4.8
5300,03,03,2.3,2.4,2.2
5300,04,04,2.2,0.4,3.5
5300,05,05,2.1,0.7,1.5
5300,06,06,4.7,2.1,2.6
5300,07,07,1.9,1.8,0.1
5300,08,08,0.3,0.3,3.3
5400,01,01,0.7,0.9,2.8
5400,02,02,0.6,4.7,2
5400,03,03,3.4,0.8,3.4
5400,04,04,4.8,4.1,2.6
5400,05,05,4.8,1.5,0.2
5400,06,06,2.1,3.9,0.9
5400,07,07,0.6,1,1.6
5400,08,08,2.4,0.9,3.9
5500,01,01,0,2.8,0.9
5500,02,02,0.3,3.1,1.4
5500,03,03,3.8,3.9,2.6
5500,04,04,1.7,4.7,2.3
5500,05,05,3.7,3.1,3.2
5500,06,06,2.2,3.1,2.5
5500,07,07,0,2.9,4
5500,08,08,0.4,0,3.1
5600,01,01,1.3,0.7,4.4
5600,02,02,3.1,3.1,0.3
5600,03,03,2,3.3,3.2
5600,04,04,3.1,3.7,1.5
5600,05,05,4.6,2.5,0.4
5600,06,06,2.2,4.2,0.1
5600,07,07,4.7,3.2,3.4
5600,08,08,3.1,0.6,1.5
5700,01,01,0.7,0.8,4.5
5700,02,02,4.9,1.2,4.7
5700,03,03,3.3,2.6,0.4
5700,04,04,2.7,0.9,3.7
5700,05,05,3.2,3.2,2.1
5700,06,06,1.6,1.3,1
5700,07,07,3.2,1.1,3.5
5700,08,08,3.6,3.5,3
5800,01,01,4,3.3,1.4
5800,02,02,2.6,1.6,2
5800,03,03,4.2,2.5,2.8
5800,04,04,3.9,2.5,4
5800,05,05,3.6,1,1.8
5800,06,06,4.3,3.7,2.8
5800,07,07,3.2,2.1,1
5800,08,08,0.5,3.8,2.5
5900,01,01,1.5,2,3.7
5900,02,02,0.3,0.8,2.2
5900,03,03,3.3,0,0.7
5900,04,04,4.7,2.7,2.6
5900,05,05,1.9,2.1,0.1
5900,06,06,4.9,1,2.8
5900,07,07,3.9,4.8,3.8
5900,08,08,1,4.3,2.7
